pl_name,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_rade,pl_bmasse,pl_dens,hostname,sy_dist,st_mass,st_spectype,st_lum,st_teff,st_met,st_age
K2-189 b,Transit,2018,0,2.5883089999999997,1.52,2.92,4.57,K2-189,242.113,0.9400000000000001,,-0.23900000000000002,5519.0,0.0,
K2-270 b,Transit,2018,0,1.543069,1.38,2.48,5.19,K2-270,280.518,0.85,,-0.558,4877.0,0.26,
K2-270 c,Transit,2018,0,4.400028,2.95,9.01,1.93,K2-270,280.518,0.85,,-0.518,4877.0,0.26,
K2-272 b,Transit,2018,0,14.4536756,3.13,9.96,1.7799999999999998,K2-272,423.065,0.86,,-0.302,5397.0,-0.09,
K2-44 b,Transit,2016,0,5.657,2.433,6.5,2.48,K2-44,476.703,1.15,,0.43,5912.0,0.0,
K2-46 b,Transit,2016,0,19.1541,2.05,4.86,3.1,K2-46,449.237,0.96,,0.41300000000000003,6256.0,-0.32,
Kepler-11 d,Transit,2010,0,22.6845,3.12,7.3,1.28,Kepler-11,646.346,0.96,,0.12,5663.0,0.04,8.5
Kepler-1096 b,Transit,2016,0,2.89221751,1.24,2.07,5.97,Kepler-1096,377.976,0.66,,-0.84,4306.0,-0.1,3.8
K2-58 b,Transit,2016,0,7.05254,2.68,7.65,2.18,K2-58,181.746,0.89,,-0.398,5413.0,0.11,
K2-58 d,Transit,2016,0,22.8827,1.71,3.5700000000000003,3.92,K2-58,181.746,0.89,,-0.41200000000000003,5413.0,0.11,
K2-62 b,Transit,2016,0,6.67202,2.14,5.22,2.9299999999999997,K2-62,112.467,0.77,,-0.727,4880.0,-0.29,
Kepler-1120 b,Transit,2016,0,2.94902905,1.38,2.48,5.19,Kepler-1120,615.231,0.78,,-0.588,4904.0,-0.04,4.68
KOI-1783.02,Transit,2020,0,284.215,5.44,15.0,0.51,KOI-1783,865.73,1.08,,0.213,5922.0,0.11,0.2
K2-62 c,Transit,2016,0,16.1966,2.14,5.22,2.9299999999999997,K2-62,112.467,0.77,,-0.781,4880.0,-0.29,
K2-26 b,Transit,2016,0,14.5665,2.67,7.61,2.2,K2-26,99.0504,0.56,M1.0 V,-1.31,3785.0,-0.13,1.0
K2-63 b,Transit,2016,0,20.257,3.22,10.5,1.73,K2-63,517.534,1.4,,0.219,6771.0,,
TRAPPIST-1 g,Transit,2017,0,12.352446,1.129,1.321,5.055986,TRAPPIST-1,12.4298888,0.09,,-3.257,2566.0,0.04,0.5
K2-414 b,Transit,2022,0,4.3696,1.219,1.98,6.01,K2-414,260.036,0.81,,-0.705,4343.0,-0.10200000000000001,
HATS-60 b,Transit,2018,0,3.560829,12.924,210.40346,0.5369999999999999,HATS-60,486.474,1.1,,0.3,5688.0,0.335,7.55
WASP-173 A b,Transit,2018,0,1.38665318,13.451,1172.7927,2.84,WASP-173 A,232.98,1.05,G3,0.083,5800.0,0.16,6.78
K2-70 b,Transit,2016,0,13.97896,2.89,8.7,1.98,K2-70,232.964,0.9400000000000001,,-0.429,5622.0,0.06,
Kepler-11 c,Transit,2010,0,13.0241,2.87,2.9,0.6599999999999999,Kepler-11,646.346,0.96,,0.12,5663.0,0.04,8.5
Kepler-1015 b,Transit,2016,0,16.00494214,3.55,12.3,1.51,Kepler-1015,739.357,1.49,,0.559,6769.0,0.06,1.58
K2-80 d,Transit,2018,0,28.867253,2.552,7.04,2.33,K2-80,200.802,0.91,,-0.432,5377.0,0.07,
K2-81 b,Transit,2016,0,6.102325,1.97,4.54,3.26,K2-81,252.318,0.75,,-0.5690000000000001,4674.13,,
Kepler-1016 b,Transit,2016,0,1.9545243399999999,2.18,5.39,2.86,Kepler-1016,1402.82,0.99,,0.124,5821.0,-0.03,3.89
KOI-351 c,Transit,2013,0,8.719375,1.19,1.81,5.9,KOI-351,848.254,1.2,,0.269,6080.0,-0.12,0.53
KOI-351 e,Transit,2013,0,91.93913,2.66,7.5600000000000005,2.21,KOI-351,848.254,1.2,,0.269,6080.0,-0.12,0.53
K2-71 b,Transit,2016,0,6.98541,2.15,5.27,2.91,K2-71,153.192,0.48,,-1.5190000000000001,4006.0,,
K2-72 c,Transit,2016,0,15.189034,1.16,1.65,5.81,K2-72,66.4321,0.27,,-1.837,3360.47,,
K2-83 c,Transit,2016,0,9.99767,1.483,2.8,4.72,K2-83,125.529,0.48,,-1.204,3910.0,,
Kepler-450 b,Transit,2015,0,28.454851,6.14,19.4,0.46099999999999997,Kepler-450,455.982,1.19,,0.554,6197.21,0.128,3.02
Kepler-65 e,Radial Velocity,2019,0,258.8,13.9,260.0,0.532,Kepler-65,303.728,1.25,,0.451,6220.0,0.17,3.31
Kepler-94 b,Transit,2014,0,2.50806,3.51,10.84,1.45,Kepler-94,191.904,0.81,M0 V,-0.613,4781.0,0.34,1.4100000000000001
K2-38 b,Transit,2016,0,4.01593,1.54,7.3,11.0,K2-38,192.69,1.03,G2 V,0.037,5731.0,0.26,6.7
HIP 41378 f,Transit,2016,0,1084.0,10.2,74.0,0.383,HIP 41378,106.289,1.17,F6,0.396,6226.0,-0.11,4.279
HAT-P-16 b,Transit,2010,0,2.77596,14.448,1332.605,2.42,HAT-P-16,226.637,1.22,F8,0.294,6158.0,0.17,2.0
Kepler-1017 b,Transit,2016,0,7.23400469,1.99,4.62,3.22,Kepler-1017,552.058,0.93,,-0.161,5473.0,0.04,2.95
Kepler-1018 b,Transit,2016,0,49.1013514,2.58,7.18,2.3,Kepler-1018,1010.01,0.91,,-0.082,5518.0,-0.05,4.47
Kepler-100 b,Transit,2014,0,6.88705,1.32,7.34,14.25,Kepler-100,304.645,1.08,,0.41100000000000003,5825.0,0.02,6.46
Kepler-1000 b,Transit,2016,0,120.0181272,4.76,20.3,1.03,Kepler-1000,1115.62,1.4,,0.715,6453.0,0.35000000000000003,1.26
HD 98736 b,Radial Velocity,2018,0,968.8,13.3,740.5439,1.73,HD 98736,32.4459,0.92,G5,-0.22,5271.0,0.36,7.39
HIP 35173 b,Radial Velocity,2019,0,41.516,3.61,12.7,1.48,HIP 35173,33.1562,0.79,K2 V,-0.514,4881.0,,
Kepler-856 b,Transit,2016,0,8.02768059,9.3,63.3,0.432,Kepler-856,1351.17,0.96,,-0.022,5535.0,0.12,4.27
TOI-1333 b,Transit,2021,0,4.720219,15.648,753.2571,1.08,TOI-1333,200.492,1.46,,0.713,6274.0,0.11900000000000001,2.33
Kepler-65 b,Transit,2012,0,2.15491,1.42,2.4,4.4,Kepler-65,303.728,1.25,,0.467,6211.0,0.17,2.9
K2-38 c,Transit,2016,0,10.56103,2.29,8.3,3.8,K2-38,192.69,1.03,G2 V,0.037,5731.0,0.26,6.7
HIP 41378 b,Transit,2016,0,15.572098,2.507,6.83,2.38,HIP 41378,106.289,1.17,F6,0.396,6226.0,-0.11,4.279
GJ 338 B b,Radial Velocity,2020,0,24.422,3.25,10.6,1.7,GJ 338 B,6.33256,0.64,M0 V,-1.101,4014.0,-0.03,4.0
mu2 Sco b,Imaging,2022,0,,12.3,4576.72906,13.5,mu2 Sco,,9.1,B2 IV,3.8,21700.0,,0.02
Kepler-1086 b,Transit,2016,0,18.78425728,2.44,6.53,2.4699999999999998,Kepler-1086,466.084,0.7000000000000001,,-0.86,4350.0,0.06,2.88
Kepler-1089 b,Transit,2016,0,5.13248562,1.83,4.01,3.6,Kepler-1089,259.328,0.52,,-1.297,3753.0,-0.09,3.7199999999999998
HD 218566 b,Radial Velocity,2010,0,225.7,9.32,63.566,0.431,HD 218566,28.8274,0.76,K3V,-0.452,4730.0,0.28,8.5
HD 221287 b,Radial Velocity,2007,0,456.1,13.1,982.05,2.4,HD 221287,55.9231,1.25,F7 V,0.22,6304.0,-0.03,1.3
HD 222076 b,Radial Velocity,2016,0,871.0,13.5,495.8148,1.11,HD 222076,91.1538,1.07,K0 III,0.929,4806.0,0.05,
HD 222582 b,Radial Velocity,1999,0,572.38,12.6,2660.2371,7.31,HD 222582,42.1586,1.12,G5 V,0.115,5790.0,0.01,10.24
HD 224693 b,Radial Velocity,2006,0,26.6904,14.0,222.481,0.446,HD 224693,93.5015,1.31,G2 V,0.61,5894.0,0.27,4.12
HD 73267 c,Radial Velocity,2022,0,17071.78044733,12.8,1716.49961,4.5,HD 73267,50.4093,0.93,G5 V,-0.17500000000000002,5387.0,0.03,8.14
HD 45350 b,Radial Velocity,2004,0,963.6,13.5,568.89,1.27,HD 45350,46.8733,0.98,G5 V,0.14100000000000001,5566.0,0.23,8.0
HD 47186 b,Radial Velocity,2008,0,4.0845,5.02,22.2481,0.966,HD 47186,37.4574,0.96,G6 V,0.043000000000000003,5657.0,0.24,6.5
HD 60532 b,Radial Velocity,2008,0,201.9,13.8,336.8998,0.704,HD 60532,25.9716,1.5,F6 IV,1.001,6245.0,-0.26,2.8
K2-175 b,Transit,2018,0,9.525988,2.038,4.8100000000000005,3.12,K2-175,247.266,1.09,,0.419,5909.0,0.05,
K2-177 b,Transit,2018,0,14.155185,2.116,5.13,2.9699999999999998,K2-177,492.167,1.21,,0.342,6063.0,0.41000000000000003,
HD 82886 b,Radial Velocity,2011,0,705.0,13.3,740.5439,1.73,HD 82886,127.061,2.5300000000000002,G0,1.143,4953.0,-0.31,7.0
HD 82943 b,Radial Velocity,2003,0,441.47,13.5,534.25,1.19,HD 82943,27.5902,1.08,G2/3V,0.194,5935.0,0.26,2.35
HD 83443 b,Radial Velocity,2002,0,2.985628,14.1,127.76702,0.25,HD 83443,40.8991,1.0,K0 V,-0.10400000000000001,5442.0,0.34,2.64
K2-205 b,Transit,2018,0,26.672263,1.996,4.64,3.21,K2-205,405.301,0.9500000000000001,,0.194,5890.0,-0.26,
K2-207 b,Transit,2018,0,12.48749,2.606,7.3,2.27,K2-207,363.064,0.9400000000000001,,-0.17300000000000001,5522.0,0.11,
HD 29399 b,Radial Velocity,2022,0,892.7,13.5,498.9906,1.11,HD 29399,44.1518,1.17,K1 III,1.002,4845.0,0.14,6.2
HD 22781 b,Radial Velocity,2011,0,528.07,12.3,4338.2,12.8,HD 22781,32.6034,0.75,K1,-0.47600000000000003,5027.0,-0.37,4.8
HD 231701 b,Radial Velocity,2007,0,141.63,13.7,359.1479,0.768,HD 231701,108.877,1.21,F8 V,0.47000000000000003,6101.0,0.05,3.43
HD 25171 b,Radial Velocity,2010,0,1802.29,13.9,290.81445,0.595,HD 25171,55.6146,1.08,F8 V,0.276,6125.0,-0.12,4.802
HIP 79098 AB b,Imaging,2019,0,,12.1,6515.515,20.2,HIP 79098 AB,145.798,3.75,B9 V,,9193.75,,0.01
HD 6434 b,Radial Velocity,2003,0,21.998,14.2,155.7367,0.299,HD 6434,42.358,1.1,G2/3 V,0.05,5769.0,-0.55,11.27
HD 7924 b,Radial Velocity,2008,0,5.39792,2.4,6.3566,2.5300000000000002,HD 7924,16.9922,0.65,K0.5 V,-0.406,5131.0,-0.21,0.88
HD 81688 b,Radial Velocity,2007,0,184.02,13.2,858.1,2.05,HD 81688,85.7183,2.1,G5,1.857,4753.0,-0.359,1.48
HD 9446 b,Radial Velocity,2009,0,30.052,14.0,222.472,0.446,HD 9446,50.3503,1.0,G5 V,0.041,5793.0,0.09,
GJ 2030 c,Radial Velocity,2022,0,25533.11353048,12.3,4067.84698,12.0,GJ 2030,37.0788,0.96,,0.612,5485.0,-0.4,
HD 23472 d,Transit,2022,0,3.97664,0.75,0.55,7.5,HD 23472,39.0341,0.67,K4 V,-0.625,4684.0,-0.2,
K2-178 b,Transit,2018,0,8.747818,3.558,12.4,1.51,K2-178,214.753,0.9500000000000001,,-0.28400000000000003,5525.0,0.09,
HD 94834 b,Radial Velocity,2018,0,1576.0,13.7,400.4658,0.856,HD 94834,98.1609,1.11,K0,0.993,4798.0,0.12,
K2-208 b,Transit,2018,0,4.190948,1.679,3.46,4.02,K2-208,256.887,0.93,,-0.214,5582.0,-0.11,
Kepler-1137 b,Transit,2016,0,23.9210791,2.2,5.48,2.83,Kepler-1137,921.778,1.5,,0.754,6807.0,0.05,1.58
Kepler-1174 b,Transit,2016,0,6.89225223,1.5899999999999999,3.15,4.31,Kepler-1174,1408.75,1.04,,0.555,5936.0,-0.04,3.55
Kepler-1231 b,Transit,2016,0,10.41725184,1.42,2.6,4.99,Kepler-1231,987.237,1.01,,0.023,5778.0,0.06,4.17
Kepler-1235 b,Transit,2016,0,4.16055856,0.79,0.41800000000000004,4.66,Kepler-1235,540.604,0.93,,-0.156,5541.0,0.01,4.57
Kepler-1236 b,Transit,2016,0,31.0571618,2.14,5.22,2.9299999999999997,Kepler-1236,999.64,0.86,,-0.379,5337.0,-0.09,4.07
KIC 5095269 b,Eclipse Timing Variations,2017,0,237.68977,12.6,2445.06619,6.72,KIC 5095269,1188.54,1.21,F7 V,0.668,6305.24,-0.36,
KIC 5951458 b,Transit,2015,1,1320.1,6.6,35.4,0.6769999999999999,KIC 5951458,742.688,0.98,,0.556,6258.0,-0.5,
KIC 7917485 b,Pulsation Timing Variations,2016,0,840.0,12.4,3750.394,10.8,KIC 7917485,1382.89,1.63,A,0.996,7067.0,-0.02,
KMT-2016-BLG-1107L b,Microlensing,2019,0,,13.1,1043.0,2.55,KMT-2016-BLG-1107L,6651.0,0.09,,,,,
KMT-2018-BLG-0029L b,Microlensing,2020,0,,2.67,7.59,2.19,KMT-2018-BLG-0029L,3380.0,1.1400000000000001,,,,,
Kepler-1136 b,Transit,2016,0,2.36172433,1.6400000000000001,3.33,4.15,Kepler-1136,491.406,0.72,,-0.853,4512.0,0.03,3.24
Kepler-1260 b,Transit,2016,0,19.1187753,1.77,3.7800000000000002,3.75,Kepler-1260,1734.43,1.06,,0.526,5961.0,0.01,3.8
Kepler-1261 b,Transit,2016,0,48.4308991,2.26,5.73,2.73,Kepler-1261,744.294,0.8200000000000001,,-0.523,5006.0,0.03,4.47
Kepler-1271 b,Transit,2016,0,3.0255955,1.48,2.79,4.73,Kepler-1271,831.991,1.13,,0.219,6143.0,-0.01,3.63
Kepler-1163 b,Transit,2016,0,6.11786898,1.03,1.08,5.43,Kepler-1163,478.647,1.22,,0.396,6302.0,0.02,2.88
Kepler-1164 b,Transit,2016,0,3.97599768,1.12,1.46,5.71,Kepler-1164,431.622,0.85,,-0.399,5183.0,-0.03,3.63
Kepler-1237 b,Transit,2016,0,84.5733226,2.86,8.55,2.01,Kepler-1237,1064.31,0.9400000000000001,,-0.258,5472.0,0.12,4.57
Kepler-1238 b,Transit,2016,0,4.14787559,1.9300000000000002,4.38,3.35,Kepler-1238,1632.13,1.3,,0.584,6386.0,0.05,2.14
Kepler-124 c,Transit,2014,0,13.821375,1.75,3.71,3.8,Kepler-124,420.046,0.84,,-0.467,4984.0,-0.46,1.82
Kepler-1215 b,Transit,2016,0,4.76703963,1.22,1.98,5.99,Kepler-1215,661.022,0.9500000000000001,,-0.182,5616.0,0.01,4.79
Kepler-1145 b,Transit,2016,0,3.97076766,1.4,2.54,5.09,Kepler-1145,691.961,0.79,,-0.498,5064.0,-0.13,4.79
Kepler-115 c,Transit,2014,0,8.990889,2.6,7.27,2.27,Kepler-115,623.609,1.07,,0.22,5979.0,-0.05,5.5
Kepler-1291 b,Transit,2016,0,8.63043276,1.6600000000000001,3.39,4.07,Kepler-1291,897.352,0.84,,-0.467,5216.0,-0.04,4.9
Kepler-1168 b,Transit,2016,0,55.8226539,2.5,6.8,2.39,Kepler-1168,752.666,0.87,,-0.53,5157.0,0.13,4.27
Kepler-1170 b,Transit,2016,0,9.98969327,2.41,6.39,2.51,Kepler-1170,1050.45,0.8,,-0.338,5069.0,-0.09,4.9
Kepler-122 b,Transit,2014,0,5.766193,2.34,6.08,2.61,Kepler-122,1027.45,1.08,,0.27,6050.0,-0.06,3.89
Kepler-1157 b,Transit,2016,0,4.45743164,1.09,1.32,5.6,Kepler-1157,342.144,0.76,,-0.675,4679.0,0.05,3.39
Kepler-116 b,Transit,2014,0,5.9687339999999995,3.42,11.6,1.5899999999999999,Kepler-116,955.168,1.21,,0.421,6142.0,0.04,0.34
Kepler-1160 b,Transit,2016,0,7.97034958,2.14,5.22,2.9299999999999997,Kepler-1160,1077.63,0.92,,-0.343,5519.0,0.01,4.57
Kepler-101 c,Transit,2014,0,6.02976,1.25,3.7800000000000002,10.5,Kepler-101,927.981,1.17,G3 IV,0.42,5667.0,0.33,5.9
Kepler-1011 b,Transit,2016,0,5.75322197,2.87,8.6,2.0,Kepler-1011,736.779,0.91,,-0.376,5416.0,0.08,4.47
Kepler-1014 b,Transit,2016,0,16.57110363,2.39,6.3,2.54,Kepler-1014,624.8,0.88,,-0.337,5388.0,-0.06,4.79
Kepler-1016 c,Transit,2016,0,105.6551369,3.68,13.1,1.44,Kepler-1016,1402.82,0.99,,0.124,5821.0,-0.03,3.89
Kepler-1029 b,Transit,2016,0,4.41769648,1.26,2.13,5.85,Kepler-1029,366.656,0.8200000000000001,,-0.62,5030.0,0.01,4.07
Kepler-1031 b,Transit,2016,0,1.22621732,0.87,0.5900000000000001,4.92,Kepler-1031,682.882,1.09,,0.17,6011.0,0.03,3.39
Kepler-1155 b,Transit,2016,0,33.469743,2.03,4.78,3.14,Kepler-1155,1128.72,1.03,,0.047,5842.0,0.04,3.7199999999999998
Kepler-1206 b,Transit,2016,0,1.21699766,1.6400000000000001,3.33,4.15,Kepler-1206,762.019,0.8,,-0.62,4877.0,0.07,3.55
Kepler-1208 b,Transit,2016,0,11.08507637,2.32,5.99,2.64,Kepler-1208,825.176,0.8,,-0.553,5001.0,-0.03,4.47
Kepler-1223 b,Transit,2016,0,16.301259,1.22,1.98,5.99,Kepler-1223,459.957,0.8,,-0.541,4870.0,0.04,3.63
Kepler-1224 b,Transit,2016,0,13.32351601,1.33,2.33,5.44,Kepler-1224,559.598,1.18,,0.293,6155.0,0.14,2.34
Kepler-1398 c,Transit,2016,0,4.13827595,1.03,1.08,5.43,Kepler-1398,852.204,1.13,,0.312,6126.0,0.01,3.09
Kepler-1402 b,Transit,2016,0,2.03387914,0.76,0.36300000000000004,4.54,Kepler-1402,1493.64,0.9,,0.448,5416.0,0.03,4.57
Kepler-1405 b,Transit,2016,0,28.2274184,3.96,14.9,1.32,Kepler-1405,1530.3,1.05,,0.022,5925.0,0.03,3.63
Kepler-1408 b,Transit,2016,0,2.99793191,0.89,0.64,4.99,Kepler-1408,535.048,1.21,,0.579,6170.0,0.0,2.5700000000000003
Kepler-104 d,Transit,2014,0,51.755394,3.58,12.5,1.5,Kepler-104,400.785,0.81,,0.089,5711.0,-0.38,12.9
Kepler-105 b,Transit,2013,0,5.4122,4.8100000000000005,5.1,0.252,Kepler-105,459.223,1.28,,0.607,6397.0,-0.22,3.17
Kepler-1053 b,Transit,2016,0,2.41435165,0.98,0.904,5.28,Kepler-1053,151.129,0.74,,-0.895,4529.0,0.1,3.09
Kepler-1228 b,Transit,2016,0,0.57736958,1.54,2.99,4.5,Kepler-1228,515.453,0.78,,-0.555,5063.0,-0.18,5.13
Kepler-1242 b,Transit,2016,0,13.62798432,2.26,5.73,2.73,Kepler-1242,687.615,0.77,,-0.516,4895.0,-0.05,5.62
Kepler-1245 b,Transit,2016,0,4.35409304,1.44,2.67,4.91,Kepler-1245,805.936,0.86,,-0.41100000000000003,5306.0,-0.01,4.57
Kepler-1248 b,Transit,2016,0,7.46725407,1.18,1.76,5.89,Kepler-1248,593.026,1.21,,0.276,6149.0,0.24,1.51
Kepler-1249 b,Transit,2016,0,24.3347127,2.38,6.26,2.55,Kepler-1249,1904.54,1.19,,0.428,6202.0,0.06,2.8200000000000003
Kepler-1250 b,Transit,2016,0,2.60754383,1.92,4.35,3.38,Kepler-1250,2126.85,0.99,,0.343,5717.0,0.04,4.57
Kepler-1308 b,Transit,2016,0,2.10433812,0.52,0.09330000000000001,3.65,Kepler-1308,112.705,0.35000000000000003,,-1.5030000000000001,3468.0,-0.13,3.7199999999999998
Kepler-1317 b,Transit,2016,0,0.56887443,1.56,3.05,4.41,Kepler-1317,728.303,0.8300000000000001,,-0.41400000000000003,5144.0,-0.01,4.79
Kepler-1318 b,Transit,2016,0,213.257663,3.11,9.85,1.7999999999999998,Kepler-1318,475.248,0.73,,-0.73,4598.0,-0.01,4.57
Kepler-107 e,Transit,2014,0,14.749143,2.903,8.6,2.0,Kepler-107,525.997,1.24,,0.364,5854.0,0.321,4.29
Kepler-1072 b,Transit,2016,0,1.5690665,1.58,3.12,4.35,Kepler-1072,982.716,1.2,,0.365,6199.0,0.07,2.88
Kepler-108 c,Transit,2014,0,190.323494,8.18,50.9,0.511,Kepler-108,338.732,1.25,,0.707,5854.0,0.326,3.89
Kepler-11 e,Transit,2010,0,31.9996,4.19,8.0,0.58,Kepler-11,646.346,0.96,,0.12,5663.0,0.04,8.5
Kepler-1252 b,Transit,2016,0,15.0540329,1.67,3.43,4.05,Kepler-1252,648.979,1.06,,-0.13,5949.0,0.03,3.89
Kepler-1253 b,Transit,2016,0,68.8861915,1.33,2.33,5.44,Kepler-1253,514.524,0.97,,0.34500000000000003,5850.0,-0.14,7.08
Kepler-1255 b,Transit,2016,0,36.2919336,2.32,5.99,2.64,Kepler-1255,1617.07,1.08,,0.307,6018.0,0.02,3.55
Kepler-1256 b,Transit,2016,0,12.4127754,1.49,2.83,4.7,Kepler-1256,891.192,1.17,,0.428,6129.0,0.05,3.7199999999999998
Kepler-1325 b,Transit,2016,0,33.8786838,2.86,8.55,2.01,Kepler-1325,973.368,0.93,,-0.136,5550.0,0.01,4.79
Kepler-136 c,Transit,2014,0,16.399235,1.99,4.62,3.22,Kepler-136,420.818,1.2,,0.467,6165.0,0.0,2.75
Kepler-1344 b,Transit,2016,0,4.7683049,1.8399999999999999,4.04,3.56,Kepler-1344,853.959,1.09,,0.146,5981.0,0.06,3.63
Kepler-1349 b,Transit,2016,0,2.12823928,0.7000000000000001,0.271,4.34,Kepler-1349,276.323,1.16,,0.343,6086.0,0.03,2.88
Kepler-1114 b,Transit,2016,0,14.97435694,1.35,2.39,5.34,Kepler-1114,418.417,0.87,,-0.293,5374.0,-0.08,4.27
Kepler-112 b,Transit,2014,0,8.408878,2.36,6.17,2.58,Kepler-112,513.206,0.78,,-0.08600000000000001,5544.0,-0.522,9.4
Kepler-1121 b,Transit,2016,0,13.15141081,1.9100000000000001,4.31,3.4,Kepler-1121,482.047,1.29,,0.47500000000000003,6231.0,0.12,3.02
Kepler-1156 b,Transit,2016,0,11.89520511,1.32,2.3,5.5,Kepler-1156,691.331,1.0,,-0.068,5778.0,0.02,4.47
Kepler-1286 b,Transit,2016,0,11.25402929,2.15,5.27,2.91,Kepler-1286,1354.46,1.0,,0.128,5753.0,0.03,4.17
Kepler-1288 b,Transit,2016,0,2.76122421,1.12,1.46,5.71,Kepler-1288,814.078,1.2,,0.302,6132.0,0.14,2.88
Kepler-1126 b,Transit,2016,0,108.593329,1.73,3.64,3.86,Kepler-1126,635.736,0.92,,-0.099,5798.0,-0.26,5.5
Kepler-1127 b,Transit,2016,0,5.12330347,1.96,4.5,3.28,Kepler-1127,842.459,0.97,,-0.259,5664.0,0.04,4.37
Kepler-1128 b,Transit,2016,0,61.6178167,3.65,12.9,1.46,Kepler-1128,1083.41,0.9400000000000001,,-0.196,5543.0,0.04,4.57
Kepler-1129 c,Transit,2016,0,76.5369586,2.73,7.9,2.13,Kepler-1129,1183.88,1.0,,-0.027,5831.0,-0.04,4.07
Kepler-1789 b,Transit,2021,0,80.23190308,2.831,8.4,2.03,Kepler-1789,611.461,0.92,,-0.231,5436.0,0.12,4.5
Kepler-1814 b,Transit,2021,0,2.93535996,2.37,6.21,2.56,Kepler-1814,726.346,0.79,,-0.506,4922.0,0.2,
Kepler-1818 b,Transit,2021,0,4.64490986,1.714,3.58,3.91,Kepler-1818,1034.59,1.02,,0.261,6047.0,-0.08,5.4
Kepler-1821 b,Transit,2021,0,16.45809937,2.592,7.24,2.28,Kepler-1821,799.699,0.9500000000000001,,-0.124,5475.0,0.14,0.4
Kepler-1132 b,Transit,2016,0,62.8916228,2.35,6.12,2.59,Kepler-1132,867.931,0.87,,-0.378,5298.0,-0.01,4.57
Kepler-1272 b,Transit,2016,0,51.1309704,2.37,6.21,2.56,Kepler-1272,1206.37,1.06,,0.37,5926.0,0.06,3.89
Kepler-1346 b,Transit,2016,0,3.40165668,1.58,3.12,4.35,Kepler-1346,843.701,1.1400000000000001,,-0.008,6133.0,0.04,3.09
Kepler-1347 b,Transit,2016,0,14.00947528,1.03,1.08,5.43,Kepler-1347,321.0,0.8200000000000001,,-0.388,5193.0,-0.11,5.62
Kepler-1350 b,Transit,2016,0,4.4968604,2.52,6.9,2.37,Kepler-1350,340.691,0.55,,-1.283,3827.0,-0.06,4.57
Kepler-1454 b,Transit,2016,0,47.0319479,1.88,4.19,3.4699999999999998,Kepler-1454,780.566,0.9,,-0.255,5448.0,-0.02,4.57
Kepler-139 b,Transit,2014,0,15.771044,2.94,8.96,1.94,Kepler-139,391.038,1.05,,0.016,5594.0,0.28,5.1
Kepler-1458 b,Transit,2016,0,47.9872764,2.76,8.05,2.1,Kepler-1458,544.45,0.96,,-0.24,5653.0,0.02,4.17
Kepler-146 b,Transit,2014,0,31.158799,3.71,13.3,1.43,Kepler-146,716.797,1.1,,0.148,5948.0,-0.026000000000000002,2.7
Kepler-1134 b,Transit,2016,0,17.13263989,2.64,7.46,2.23,Kepler-1134,944.445,0.84,,-0.397,5281.0,-0.1,4.9
Kepler-1138 b,Transit,2016,0,3.17060005,1.7000000000000002,3.5300000000000002,3.95,Kepler-1138,872.328,0.9500000000000001,,-0.333,5582.0,0.04,4.37
Kepler-1144 b,Transit,2016,0,17.14647302,1.99,4.62,3.22,Kepler-1144,1140.57,0.98,,0.056,5753.0,-0.03,3.98
Kepler-1180 b,Transit,2016,0,16.8601286,1.99,4.62,3.22,Kepler-1180,1596.8,1.09,,0.417,6077.0,0.0,3.09
Kepler-1181 b,Transit,2016,0,4.89337519,1.57,3.09,4.39,Kepler-1181,938.417,1.17,,0.47200000000000003,6176.0,0.03,3.24
Kepler-1351 b,Transit,2016,0,0.91614077,0.65,0.20800000000000002,4.16,Kepler-1351,202.782,0.7000000000000001,,-0.983,4439.0,-0.03,4.17
Kepler-1352 b,Transit,2016,0,1.87788275,0.89,0.64,4.99,Kepler-1352,670.829,1.11,,0.263,6118.0,0.0,3.16
Kepler-1353 b,Transit,2016,0,24.7543966,1.8,3.89,3.67,Kepler-1353,593.384,0.76,,-0.615,4776.0,-0.06,4.68
Kepler-1354 b,Transit,2016,0,76.613377,2.9699999999999998,9.11,1.91,Kepler-1354,1119.45,1.16,,0.302,6168.0,0.03,2.95
Kepler-135 b,Transit,2014,0,6.00253,1.81,3.93,3.64,Kepler-135,621.855,1.25,,0.448,6090.0,-0.105,2.62
Kepler-1350 c,Transit,2016,0,1.76678906,1.73,3.64,3.86,Kepler-1350,340.691,0.55,,-1.283,3827.0,-0.06,4.57
Kepler-1361 b,Transit,2016,0,3.57554956,0.86,0.5660000000000001,4.89,Kepler-1361,389.143,0.8300000000000001,,-0.437,5131.0,0.0,4.9
Kepler-1363 b,Transit,2016,0,2.9419409400000003,1.25,2.1,5.91,Kepler-1363,541.714,0.76,,-0.626,4839.0,-0.09,4.17
Kepler-1370 c,Transit,2016,0,7.44142113,1.27,2.15,5.77,Kepler-1370,1004.1,1.19,,0.458,6202.0,0.05,2.88
Kepler-1374 b,Transit,2016,0,10.65276707,2.29,5.86,2.6799999999999997,Kepler-1374,1078.46,0.85,,-0.368,5323.0,-0.13,4.47
Kepler-1441 b,Transit,2016,0,39.4419839,1.31,2.27,5.55,Kepler-1441,1110.48,1.0,,0.325,5802.0,0.01,3.89
Kepler-119 b,Transit,2014,0,2.422082,3.6,12.6,1.48,Kepler-119,701.996,0.92,,-0.037,5595.0,0.01,3.63
